time,players,tidi,tidi_fastavg,tidi_avg,tidi_slowavg,maptick,num_timers,air_turf_cost,air_turf_thread_time,air_equalize_cost,air_post_process_cost,air_eg_cost,air_highpressure_cost,air_hotspots_cost,air_heat_spread_cost,air_pipenets_cost,air_rebuilds_cost,air_amt_gas_mixes,air_alloc_gas_mixes,air_hotspot_count,air_network_count,air_delta_count
264,0,0,0,0,0,0.0844727,149,0,,0,0,0,0,0,0,0,0,102346,102654,0,193,0
364,1,15,4.5,0.9,0.09,0.292165,0,0,,0,0,0,0,0,0,0,0,102346,102654,0,193,0
464,1,0,3.15,1.35,0.216,0.300266,0,0,,0,0,0,0,0,0,0,0,102346,102654,0,193,0
564,1,4,3.405,1.761,0.3705,0.310914,0,0,,0,0,0,0,0,0,0,0,102346,102654,0,193,0
664,1,8,4.7835,2.3655,0.57,0.285564,0,0,,0,0,0,0,0,0,0,0,102346,102654,0,193,0
764,1,7,5.44845,2.98209,0.811209,0.303617,0,0,,0,0,0,0,0,0,0,0,102346,102654,0,193,0
864,1,0,3.81392,3.14846,1.04493,0.290767,0,0,,0,0,0,0,0,0,0,0,102346,102654,0,193,0
964,1,0,2.66974,3.05271,1.24571,0.328141,0,0,,0,0,0,0,0,0,0,0,102346,102654,0,193,0
1065,1,15.8416,6.62129,3.76643,1.49778,0.882208,1,14.917,,0,6.47288,1.85795,0.293483,0.00338281,0,1.84875,0.0347062,102379,102654,0,225,0
1165,1,1,4.93491,4.00012,1.74802,0.848515,1,15.6854,,0,0.172626,10.7188,0.00806385,0.00307181,0,2.4968,0.00181053,102379,102654,0,225,0
1265,1,0,3.45443,3.89099,1.96231,0.937654,1,15.6745,,0,0.545381,11.9336,0.00321602,0.00381432,0,2.52259,0.0015973,102379,102654,0,225,0
1365,1,7,4.5181,4.01641,2.16772,0.881311,1,15.7067,,0,0.79272,1.85678,0.00268684,0.00324415,0,2.58858,0.00166118,102379,102654,0,225,0
1465,1,0,3.16267,3.84566,2.33552,0.841839,1,15.6747,,0,0.00913944,4.09729,0.00309294,0.00426621,0,2.60511,0.00158274,102379,102654,0,225,0
1565,1,0,2.21387,3.5193,2.4539,0.949736,1,15.7387,,0,0.000105371,4.9186,0.00322343,0.00354475,0,2.55588,0.00175361,102379,102654,0,225,0
1665,1,0,1.54971,3.12539,2.52104,1.0957,1,15.893,,0,0.536872,1.57291,0.00294897,0.00348619,0,2.53283,0.00166387,102380,102654,0,225,0
1765,1,0,1.0848,2.71727,2.54067,0.787682,0,15.6938,,0,1.64459,4.46906,0.00276716,0.00352866,0,2.58093,0.0016265,102379,102654,0,225,0
1865,1,0,0.759358,2.32569,2.51917,0.821291,0,15.6746,,0,1.65736,0.407616,0.00279474,0.00325796,0,2.72629,0.00187293,102379,102654,0,225,0
1965,1,0,0.53155,1.96686,2.46394,0.774426,0,15.7387,,0,0.0191081,0.00469949,0.00281124,0.00339796,0,2.68914,0.00172017,102379,102654,0,225,0
2065,1,0,0.372085,1.6479,2.38233,0.794315,0,15.8209,,0,0.0722779,5.41815e-005,0.00298141,0.00345712,0,2.56517,0.00167175,102379,102654,0,225,0
2165,1,0,0.26046,1.37041,2.28114,0.733744,0,17.2289,,0,0.000833308,6.2467e-007,0.00315156,0.00358639,0,2.50758,0.00145274,102379,102654,0,225,0
2265,1,1,0.482322,1.1928,2.17231,1.08766,0,15.7578,,0,0.98305,7.20196e-009,0.00283696,0.0031614,0,2.43473,0.00180874,102379,102654,0,225,0
2365,1,0,0.337625,1.02176,2.05725,0.710857,0,15.7555,,0,0.134479,8.3033e-011,0.00309352,0.00353192,0,2.40625,0.00168643,102379,102654,0,225,0
2465,1,0,0.236338,0.864677,1.938,0.731781,0,15.7397,,0,0.00155044,0.078813,0.0030985,0.00379577,0,2.58896,0.00218482,102379,102654,0,225,0
2565,1,0,0.165436,0.724829,1.81668,0.639378,0,15.791,,0,1.78754e-005,0.000908652,0.00290782,0.00469661,0,2.36832,0.00156286,102379,102654,0,225,0
2665,1,0,0.115805,0.603024,1.69531,0.556244,0,15.7144,,0,2.06089e-007,0.084453,0.00278785,0.00346647,0,2.46094,0.00163327,102379,102654,0,225,0
2765,1,0,0.0810638,0.498632,1.57565,0.617451,0,15.755,,0,2.37604e-009,0.000973677,0.0030038,0.00374418,0,2.45873,0.0017693,102379,102654,0,225,0
2865,1,0,0.0567447,0.410255,1.45911,0.5522,0,15.7397,,0,2.73939e-011,1.12257e-005,0.00284804,0.00351064,0,2.49678,0.00179176,102379,102654,0,225,0
2965,1,0,0.0397213,0.336148,1.34681,0.608004,0,15.791,,0,3.15831e-013,1.29424e-007,0.00299021,0.00354168,0,2.49629,0.00172165,102379,102654,0,225,0
3065,1,0,0.0278049,0.274479,1.23958,0.57103,0,15.7144,,0,1.30081,1.49216e-009,0.00393998,0.00360228,0,3.05843,0.00230683,102379,102654,0,225,0
