time,players,tidi,tidi_fastavg,tidi_avg,tidi_slowavg,maptick,num_timers,air_turf_cost,air_turf_thread_time,air_equalize_cost,air_post_process_cost,air_eg_cost,air_highpressure_cost,air_hotspots_cost,air_heat_spread_cost,air_pipenets_cost,air_rebuilds_cost,air_amt_gas_mixes,air_alloc_gas_mixes,air_hotspot_count,air_network_count,air_delta_count
291,1,0,0,0,0,0.355377,229,0,,0,0,0,0,0,0,0,0,100992,102654,0,187,0
391,1,1,0.3,0.06,0.006,0.299967,2,0,,0,0,0,0,0,0,0,0,100992,102654,0,187,0
491,1,0,0.21,0.09,0.0144,0.370977,2,0,,0,0,0,0,0,0,0,0,100992,102654,0,187,0
591,1,0,0.147,0.1014,0.0231,0.330128,2,0,,0,0,0,0,0,0,0,0,100992,102654,0,187,0
692.5,1,0,0.1029,0.1017,0.03096,0.30679,2,0,,0,0,0,0,0,0,0,0,100992,102654,0,187,0
792.5,1,1,0.37203,0.155766,0.0434406,0.291158,2,0,,0,0,0,0,0,0,0,0,100992,102654,0,187,0
892.5,1,0,0.260421,0.176697,0.0567662,0.307371,2,0,,0,0,0,0,0,0,0,0,100992,102654,0,187,0
992.5,1,1,0.482295,0.237817,0.0748713,0.281607,2,0,,0,0,0,0,0,0,0,0,100992,102654,0,187,0
1092.5,1,8,2.73761,0.737775,0.141162,0.316879,11,30.1528,,0,8.66898,0.274878,0.437665,0.00390484,0,6.9947,0.00610675,101022,102654,0,217,0
1192.5,1,1,2.21632,1.03348,0.230394,0.311352,11,26.3183,,0,3.5099,2.07391,0.37568,0.00363166,0,5.48659,0.00195269,101028,102654,0,217,0
1292.5,1,0,1.55143,1.13707,0.321062,0.30689,4,20.7459,,0,4.43547,2.68293,0.106883,0.0034368,0,4.35482,0.00168466,101028,102654,0,217,0
1392.5,1,0,1.086,1.12686,0.401641,0.302805,4,21.7298,,0,3.69846,1.37412,0.0871439,0.00367643,0,3.29332,0.00237128,101028,102654,0,217,0
1492.5,1,0,0.760199,1.05353,0.46683,0.294502,4,16.453,,0,5.11841,0.476747,0.0868704,0.003485,0,2.46842,0.00195172,101028,102654,0,217,0
1592.5,1,0,0.532139,0.949249,0.515072,0.307985,3,19.367,,0,3.81578,0.415712,0.0273335,0.00330162,0,2.68075,0.00181467,101028,102654,0,217,0
1692.5,1,0,0.372498,0.833899,0.546955,0.300751,2,21.8597,,0,2.70054,0.523403,0.0243903,0.00398065,0,2.81866,0.00165504,101028,102654,0,217,0
1792.5,1,0,0.260748,0.719269,0.564186,0.332645,2,27.5293,,0,2.49607,0.00603443,0.00314473,0.00331716,0,2.98578,0.00193051,101028,102654,0,217,0
1892.5,1,0,0.182524,0.61192,0.568959,0.224422,2,28.6972,,0,1.66718,1.95233,0.0186539,0.00337141,0,2.85623,0.00160781,101028,102654,0,217,0
1992.5,1,0,0.127767,0.515089,0.563572,0.332155,2,26.2499,,0,3.89969,2.31381,0.00290621,0.0031638,0,2.76255,0.00209552,101028,102654,0,217,0
2092.5,1,0,0.0894367,0.429959,0.550211,0.314287,2,30.1763,,0,0.0449604,0.0266764,0.00259403,0.00294515,0,2.77319,0.00184229,101028,102654,0,217,0
2192.5,1,3,0.962606,0.536488,0.548839,0.282446,2,18.0566,,0,5.99786,0.000307558,0.00272748,0.00296972,0,2.68016,0.00177511,101028,102654,0,217,0
2292.5,1,1,0.973824,0.623955,0.55635,0.292305,2,29.6956,,0,0.43625,2.83673e-006,0.00273059,0.00290633,0,2.73085,0.00195774,101028,102654,0,217,0
2392.5,1,1,0.981677,0.6955,0.570265,0.330391,2,23.1623,,0,8.29942,0.0461169,0.00302137,0.00323459,0,2.79529,0.0018083,101028,102654,0,217,0
2492.5,1,1,0.987174,0.753834,0.588622,0.304214,2,20.733,,0,3.09279,0.322548,0.00269838,0.00313653,0,2.66091,0.00173554,101028,102654,0,217,0
2592.5,1,0,0.691022,0.741272,0.603887,0.287165,2,17.0052,,0,6.59978,0.00371873,0.0029469,0.00323009,0,2.56613,0.00221622,101028,102654,0,217,0
2692.5,1,0,0.483715,0.689761,0.612474,0.285378,2,19.9102,,0,1.7351,0.0461597,0.00307741,0.00329133,0,2.62754,0.00288782,101028,102654,0,217,0
2792.5,1,0,0.338601,0.619529,0.61318,0.309782,2,22.8828,,0,0.791933,0.649887,0.00281082,0.00306576,0,2.80549,0.00185572,101028,102654,0,217,0
2892.5,1,0,0.23702,0.543027,0.606165,0.286005,2,22.485,,0,0.0523649,0.0636402,0.00310974,0.00331432,0,2.97495,0.00194813,101028,102654,0,217,0
2993.5,0,84283.2,25285.1,5057.46,506.291,0.0400696,2,18.945,,0,5.53635,0.00143305,0.00339164,0.00380397,0,3.05603,0.00231384,101028,102654,0,217,0
3112,0,67.9325,17720,7589.96,1214.66,0.0488586,10,20.1908,,0,1.17352,5.41392e-006,0.00308983,0.00363099,0,6.75202,0.00198576,101028,102654,0,217,0
3220,1,97.2222,12433.1,8558.6,1949.05,0.312531,3,16.5327,,0,1.24233,8.99542e-010,0.00301261,0.00337907,0,3.25812,0.00193042,101028,102654,0,217,0
3325,1,4.7619,8704.63,8587.8,2612.93,0.318605,8,28.1508,,0,3.80457,0.00967141,0.00285403,0.00352388,0,4.18799,0.00180789,101028,102654,0,217,0
3426,1,3.9604,6094.43,8089.13,3160.55,0.301704,7,20.7319,,0,8.86539,8.92031e-005,0.00344702,0.00385401,0,3.10679,0.00175727,101028,102654,0,217,0
