time,players,tidi,tidi_fastavg,tidi_avg,tidi_slowavg,maptick,num_timers,air_turf_cost,air_turf_thread_time,air_equalize_cost,air_post_process_cost,air_eg_cost,air_highpressure_cost,air_hotspots_cost,air_heat_spread_cost,air_pipenets_cost,air_rebuilds_cost,air_amt_gas_mixes,air_alloc_gas_mixes,air_hotspot_count,air_network_count,air_delta_count
289,1,0,0,0,0,0.475281,236,0,,0,0,0,0,0,0,0,0,101857,102654,0,201,0
389,1,0,0,0,0,0.345672,2,0,,0,0,0,0,0,0,0,0,101857,102654,0,201,0
489,1,0,0,0,0,0.325559,2,0,,0,0,0,0,0,0,0,0,101857,102654,0,201,0
589,1,0,0,0,0,0.315198,2,0,,0,0,0,0,0,0,0,0,101857,102654,0,201,0
689,1,0,0,0,0,0.305349,2,0,,0,0,0,0,0,0,0,0,101857,102654,0,201,0
789,1,1,0.3,0.06,0.006,0.455422,2,0,,0,0,0,0,0,0,0,0,101857,102654,0,201,0
889,1,0,0.21,0.09,0.0144,0.32956,2,0,,0,0,0,0,0,0,0,0,101857,102654,0,201,0
989,1,0,0.147,0.1014,0.0231,0.347411,2,0,,0,0,0,0,0,0,0,0,101857,102654,0,201,0
1134.5,1,5.15464,1.64929,0.410978,0.0618878,0.278572,27,24.6392,,0,6.73615,2.048,0.902875,0.00418294,0,12.8872,0.00312627,101887,102654,0,231,0
1234.5,1,1,1.4545,0.619684,0.117667,0.328686,13,20.2478,,0,10.8731,4.42778,0.408495,0.00429704,0,8.17744,0.00187271,101888,102654,0,231,0
1334.5,1,0,1.01815,0.699378,0.175838,0.330574,13,25.0717,,0,5.35938,5.62268,0.256202,0.00421047,0,3.3406,0.00203725,101888,102654,0,231,0
1434.5,1,0,0.712707,0.702043,0.228459,0.325871,11,22.9089,,0,8.80493,3.46033,0.251086,0.00368361,0,2.89039,0.00177799,101888,102654,0,231,0
1534.5,1,0,0.498895,0.661414,0.271754,0.366173,10,21.6377,,0,9.97133,2.69543,0.28766,0.00396381,0,3.14912,0.00175813,101888,102654,0,231,0
1634.5,1,0,0.349226,0.598976,0.304477,0.401367,7,26.2154,,0,5.31475,2.30772,0.237981,0.00363378,0,2.95166,0.00213262,101888,102654,0,231,0
1734.5,1,1,0.544459,0.588073,0.332836,0.355541,10,23.265,,0,2.55326,2.05672,0.231424,0.00357579,0,2.83601,0.00181787,101888,102654,0,231,0
1834.5,1,0,0.381121,0.546682,0.354221,0.298103,12,30.5422,,0,4.40606,0.873688,0.333515,0.00512438,0,2.83962,0.00213661,101888,102654,0,231,0
