time,players,tidi,tidi_fastavg,tidi_avg,tidi_slowavg,maptick,num_timers,air_turf_cost,air_turf_thread_time,air_equalize_cost,air_post_process_cost,air_eg_cost,air_highpressure_cost,air_hotspots_cost,air_heat_spread_cost,air_pipenets_cost,air_rebuilds_cost,air_amt_gas_mixes,air_alloc_gas_mixes,air_hotspot_count,air_network_count,air_delta_count
307.5,1,0,0,0,0,0.448853,148,0,,0,0,0,0,0,0,0,0,101884,102654,0,204,0
407,1,19.598,5.8794,1.17588,0.117588,0.369988,0,0,,0,0,0,0,0,0,0,0,101884,102654,0,204,0
507,1,14,8.31558,2.60382,0.366211,0.405149,0,0,,0,0,0,0,0,0,0,0,101884,102654,0,204,0
607,1,4,7.0209,3.48724,0.678314,0.286462,0,0,,0,0,0,0,0,0,0,0,101884,102654,0,204,0
707,1,20,10.9146,4.97272,1.10775,0.360636,0,0,,0,0,0,0,0,0,0,0,101884,102654,0,204,0
807,1,10,10.6402,6.10622,1.6076,0.319036,0,0,,0,0,0,0,0,0,0,0,101884,102654,0,204,0
907,1,0,7.44817,6.37461,2.0843,0.315388,0,0,,0,0,0,0,0,0,0,0,101884,102654,0,204,0
1007,1,26,13.0137,7.70243,2.64611,0.345558,0,0,,0,0,0,0,0,0,0,0,101884,102654,0,204,0
1107,1,0,9.1096,7.98387,3.17989,0.344808,0,0,,0,0,0,0,0,0,0,0,101884,102654,0,204,0
1207,1,0,6.37672,7.66244,3.62814,0.31602,0,0,,0,0,0,0,0,0,0,0,101884,102654,0,204,0
1307,1,0,4.46371,7.02269,3.9676,0.496246,0,0,,0,0,0,0,0,0,0,0,101884,102654,0,204,0
1407,1,14,7.32459,7.08307,4.27915,0.358658,0,0,,0,0,0,0,0,0,0,0,101884,102654,0,204,0
1507,1,8,7.52722,7.1719,4.56842,0.325396,0,0,,0,0,0,0,0,0,0,0,101884,102654,0,204,0
1607,1,12,8.86905,7.51133,4.86271,0.339847,0,0,,0,0,0,0,0,0,0,0,101884,102654,0,204,0
1707,1,21,12.5083,8.51073,5.22751,0.295635,0,0,,0,0,0,0,0,0,0,0,101884,102654,0,204,0
1807,1,8,11.1558,9.03975,5.60874,0.23552,0,0,,0,0,0,0,0,0,0,0,101884,102654,0,204,0
1907,1,68,28.2091,12.8736,6.33523,0.930443,9,26.5866,,0,1.96608,1.31072,2.52329,0.00351319,0,6.58127,0.048908,101913,102654,0,232,71
2007,1,1,20.0464,14.3082,7.13252,1.09824,11,29.69,,0,1.55883,8.2853,0.572352,0.00392355,0,3.1109,0.00260093,101913,102654,0,232,0
2107,1,1,14.3325,14.313,7.85057,1.1212,2,19.5647,,0,10.2995,1.91094,0.229803,0.00636196,0,3.04069,0.00199048,101913,102654,0,232,0
2207,1,0,10.0327,13.457,8.41121,0.977066,2,29.1509,,0,1.48141,5.41661,0.183711,0.00373674,0,2.48,0.00174061,101913,102654,0,232,0
2307,1,0,7.0229,12.1702,8.7871,1.00924,4,18.2881,,0,6.53867,5.481,0.190411,0.0038084,0,2.75927,0.00172628,101913,102654,0,232,0
2407,1,1,5.21603,10.7793,8.98633,0.924337,2,24.0864,,0,5.38191,3.44941,0.191976,0.00395869,0,2.80996,0.00190663,101913,102654,0,232,0
2507,1,2,4.25122,9.47371,9.03506,0.958075,2,23.977,,0,4.99017,3.77289,0.17589,0.00416874,0,2.6488,0.00186848,101913,102654,0,232,0
2607,1,1,3.27586,8.23414,8.95497,1.09738,2,21.8239,,0,5.0465,1.17604,0.20275,0.00436952,0,2.81845,0.00269194,101913,102654,0,232,0
2707,1,0,2.2931,7.04593,8.76407,1.12967,0,24.9088,,0,1.54369,1.85627,0.149822,0.00467114,0,2.95565,0.00196473,101913,102654,0,232,0
2807,1,0,1.60517,5.95778,8.48344,0.960346,2,25.4813,,0,0.367404,2.67707,0.209178,0.00437165,0,3.06188,0.00189543,101913,102654,0,232,0
2907,1,0,1.12362,4.99095,8.13419,0.995279,0,23.0663,,0,2.17305,4.36014,0.140012,0.0039432,0,2.67255,0.00234876,101913,102654,0,232,0
3007,1,0,0.786533,4.15006,7.73577,1.00541,1,22.8091,,0,6.64879,4.22283,0.194071,0.0044687,0,3.52135,0.00183601,101913,102654,0,232,0
3107,1,4,1.75057,3.67017,7.32921,1.00748,2,20.1271,,0,9.81235,0.0486859,0.131685,0.00398802,0,2.93613,0.00178955,101913,102654,0,232,0
3207,1,0,1.2254,3.18121,6.91441,1.00451,0,27.9798,,0,4.02312,0.750722,0.105887,0.00431742,0,2.621,0.00162627,101913,102654,0,232,0
3307,1,0,0.857781,2.71653,6.49462,1.05535,0,21.8876,,0,3.01093,0.48111,0.102942,0.00411086,0,3.04984,0.00157564,101913,102654,0,232,0
3407,1,7,2.70045,2.71331,6.11649,0.938465,1,20.6082,,0,7.17746,0.969377,0.160358,0.00400092,0,2.77787,0.00209939,101913,102654,0,232,0
3507,1,1,2.19031,2.60871,5.76571,1.13169,1,24.6354,,0,4.9148,0.795373,0.126428,0.00408639,0,3.17238,0.00309054,101913,102654,0,232,0
3607,1,0,1.53322,2.39361,5.4285,0.943087,2,15.0891,,0,9.12229,0.691464,0.149248,0.00425275,0,2.82826,0.0016737,101913,102654,0,232,0
3707,1,8,3.47325,2.60954,5.14661,0.932682,0,15.4451,,0,6.39106,0.845239,0.109094,0.00407506,0,3.27452,0.00157707,101913,102654,0,232,0
3807,1,0,2.43128,2.57389,4.88934,1.20445,0,19.4077,,0,8.96959,0.00974494,0.100734,0.00411575,0,2.93152,0.00167174,101913,102654,0,232,0
3907,1,0,1.70189,2.39949,4.64035,0.971075,1,15.8768,,0,7.85731,0.000112352,0.110329,0.00372688,0,2.91733,0.0017621,101913,102654,0,232,0
4007,1,0,1.19133,2.15786,4.3921,1.02478,1,16.6895,,0,11.2163,0.838862,0.125977,0.00427054,0,3.70568,0.00175902,101913,102654,0,232,0
4107,1,0,0.833928,1.89307,4.1422,1.47194,1,20.1506,,0,8.51743,0.00967142,0.10021,0.00386198,0,3.14972,0.00172402,101913,102654,0,232,0
4207,1,1,0.88375,1.69121,3.8971,1.31242,0,20.0506,,0,7.38559,0.950923,0.116902,0.00376445,0,3.05977,0.00172834,101913,102654,0,232,0
4307,1,5,2.11862,1.77669,3.68506,1.33772,0,17.2412,,0,6.7487,3.76685,0.0926958,0.00390793,0,3.70011,0.0016814,101913,102654,0,232,0
4407,1,0,1.48304,1.71796,3.48835,1.1837,1,14.543,,0,8.27992,0.0716366,0.125166,0.00435372,0,3.02421,0.00175128,101913,102654,0,232,0
4507,1,0,1.03813,1.58199,3.29771,1.56276,1,19.2395,,0,9.1733,3.09729,0.133045,0.00375403,0,3.37178,0.0020518,101913,102654,0,232,0
4607,1,0,0.726688,1.41093,3.10903,1.03248,1,24.1722,,0,5.64971,2.9598,0.12472,0.00427627,0,2.83275,0.00188874,101913,102654,0,232,0
4707,1,0,0.508682,1.23048,2.92118,0.964111,1,21.6355,,0,8.50782,2.01519,0.122683,0.00373584,0,2.74549,0.00174618,101913,102654,0,232,0
4807,1,0,0.356077,1.0556,2.73462,1.03179,0,18.5832,,0,11.638,0.444593,0.11168,0.00392582,0,3.20069,0.00166682,101913,102654,0,232,0
4907,1,0,0.249254,0.894332,2.55059,1.03686,1,17.4015,,0,12.0059,1.24539,0.13523,0.00368664,0,3.22249,0.00196949,101913,102654,0,232,0
